# cosmological_parameters--omega_m cosmological_parameters--s_8 cosmological_parameters--h0 cosmological_parameters--omega_b cosmological_parameters--n_s cosmological_parameters--w
4.163183593750000022e-01 8.932861328125000222e-01 7.122460937500000311e-01 5.443359375000000194e-02 8.722460937499999512e-01 -1.908447265625000000e+00
3.213183593749999734e-01 7.057861328125000222e-01 6.222460937500000622e-01 4.443359375000000000e-02 9.222460937499999956e-01 -7.834472656250000000e-01
1.313183593749999989e-01 8.307861328125000222e-01 8.022460937500000000e-01 6.443359375000000389e-02 1.022246093749999973e+00 -1.533447265625000000e+00
1.283496093750000067e-01 6.686767578125000222e-01 6.250585937500000577e-01 5.974609375000000666e-02 9.144335937499999956e-01 -1.263916015625000000e+00
3.183496093750000089e-01 7.936767578125000222e-01 8.050585937500001066e-01 3.974609375000000278e-02 1.014433593749999973e+00 -5.139160156250000000e-01
4.133496093749999822e-01 7.311767578125000222e-01 8.950585937499999645e-01 6.974609375000001554e-02 1.064433593750000018e+00 -1.638916015625000000e+00
2.233496093749999800e-01 8.561767578125000222e-01 7.150585937500000266e-01 4.974609374999999778e-02 9.644335937500000400e-01 -8.889160156250000000e-01
2.708496093750000222e-01 7.624267578125000222e-01 7.600585937500000666e-01 5.474609375000000222e-02 1.039433593750000107e+00 -1.076416015625000000e+00
4.608496093750000244e-01 8.874267578125000222e-01 5.800585937500000178e-01 3.474609374999999833e-02 9.394335937500000178e-01 -1.826416015625000000e+00
3.658496093749999956e-01 6.999267578125000222e-01 6.700585937500000977e-01 6.474609375000001110e-02 8.894335937499999734e-01 -7.014160156250000000e-01
1.758496093749999933e-01 8.249267578125000222e-01 8.500585937500000355e-01 4.474609375000000028e-02 9.894335937500000622e-01 -1.451416015625000000e+00
1.995996093749999867e-01 7.155517578125000222e-01 6.925585937500000622e-01 3.224609374999999611e-02 1.001933593750000018e+00 -1.545166015625000000e+00
3.895996093749999889e-01 8.405517578125000222e-01 8.725585937500000000e-01 5.224609375000000000e-02 9.019335937500000400e-01 -7.951660156250000000e-01
4.845996093750000178e-01 6.530517578125000222e-01 7.825585937500000311e-01 4.224609375000000500e-02 9.519335937499999734e-01 -1.920166015625000000e+00
2.945996093749999600e-01 7.780517578125000222e-01 6.025585937500000933e-01 6.224609375000000194e-02 1.051933593750000062e+00 -1.170166015625000000e+00
2.470996093750000011e-01 6.843017578125000222e-01 8.275585937500000711e-01 3.724609375000000056e-02 9.269335937500000622e-01 -9.826660156250000000e-01
4.370996093749999756e-01 8.093017578125000222e-01 6.475585937500000222e-01 5.724609375000000444e-02 1.026933593749999929e+00 -1.732666015625000000e+00
3.420996093750000022e-01 7.468017578125000222e-01 5.575585937500000533e-01 4.724609375000000250e-02 9.769335937499999956e-01 -6.076660156250000000e-01
1.520996093750000000e-01 8.718017578125000222e-01 7.375585937499999911e-01 6.724609375000001332e-02 8.769335937500000178e-01 -1.357666015625000000e+00
1.639746093749999967e-01 7.546142578125000222e-01 8.838085937499999822e-01 6.349609375000000999e-02 9.581835937500000622e-01 -1.779541015625000000e+00
3.539746093750000266e-01 8.796142578125000222e-01 7.038085937500000444e-01 4.349609374999999917e-02 1.058183593750000151e+00 -1.029541015625000000e+00
4.489746093750000000e-01 6.921142578125000222e-01 6.138085937500000755e-01 5.349609375000000111e-02 1.008183593750000107e+00 -1.404541015625000000e+00
2.589746093749999978e-01 8.171142578125000222e-01 7.938085937500000133e-01 3.349609374999999722e-02 9.081835937500000178e-01 -6.545410156250000000e-01
3.064746093749999845e-01 6.608642578125000222e-01 6.588085937500000044e-01 6.849609375000001443e-02 9.831835937499999734e-01 -8.420410156250000000e-01
4.964746093749999867e-01 7.858642578125000222e-01 8.388085937500000533e-01 4.849609375000000361e-02 8.831835937499999956e-01 -1.592041015625000000e+00
4.014746093750000133e-01 7.233642578125000222e-01 7.488085937499999734e-01 5.849609375000000555e-02 9.331835937500000400e-01 -1.217041015625000000e+00
2.114746093750000111e-01 8.483642578125000222e-01 5.688085937500000355e-01 3.849609375000000167e-02 1.033183593750000018e+00 -1.967041015625000000e+00
1.877246093749999900e-01 7.077392578125000222e-01 8.163085937500000888e-01 4.599609375000000139e-02 1.045683593749999973e+00 -1.873291015625000000e+00
3.777246093750000200e-01 8.327392578125000222e-01 6.363085937500000400e-01 6.599609375000001221e-02 9.456835937499999956e-01 -1.123291015625000000e+00
4.727246093749999933e-01 7.702392578125000222e-01 7.263085937500000089e-01 3.599609374999999944e-02 8.956835937499999512e-01 -1.498291015625000000e+00
2.827246093749999911e-01 8.952392578125000222e-01 9.063085937500000577e-01 5.599609375000000333e-02 9.956835937500000400e-01 -7.482910156250000000e-01
2.352246093750000044e-01 7.389892578125000222e-01 5.913085937500000000e-01 4.099609375000000389e-02 8.706835937500000400e-01 -5.607910156250000000e-01
4.252246093750000067e-01 8.639892578125000222e-01 7.713085937500000488e-01 6.099609375000000777e-02 9.706835937500000178e-01 -1.310791015625000000e+00
3.302246093749999778e-01 6.764892578125000222e-01 8.613085937500000178e-01 3.099609374999999847e-02 1.020683593750000062e+00 -9.357910156250000000e-01
1.402246093750000033e-01 8.014892578125000222e-01 6.813085937500000799e-01 5.099609374999999889e-02 9.206835937499999734e-01 -1.685791015625000000e+00
1.342871093749999911e-01 7.350830078125000222e-01 7.881835937500000222e-01 3.662109375000000000e-02 9.800585937500000400e-01 -7.248535156250000000e-01
3.242871093749999933e-01 8.600830078125000222e-01 6.081835937500000844e-01 5.662109375000000389e-02 8.800585937499999512e-01 -1.474853515625000000e+00
4.192871093750000222e-01 6.725830078125000222e-01 6.981835937500000533e-01 4.662109375000000194e-02 9.300585937499999956e-01 -1.099853515625000000e+00
2.292871093749999922e-01 7.975830078125000222e-01 8.781835937499999911e-01 6.662109374999999889e-02 1.030058593749999973e+00 -1.849853515625000000e+00
2.767871093750000067e-01 7.038330078125000222e-01 5.631835937500000444e-01 3.162109375000000250e-02 9.550585937500000178e-01 -1.662353515625000000e+00
4.667871093750000089e-01 8.288330078125000222e-01 7.431835937499999822e-01 5.162109374999999944e-02 1.055058593750000107e+00 -9.123535156250000000e-01
3.717871093749999800e-01 7.663330078125000222e-01 8.331835937500000622e-01 4.162109375000000444e-02 1.005058593750000062e+00 -1.287353515625000000e+00
1.817871093750000056e-01 8.913330078125000222e-01 6.531835937500000133e-01 6.162109375000000833e-02 9.050585937499999734e-01 -5.373535156250000000e-01
2.055371093749999989e-01 6.569580078125000222e-01 9.006835937499999556e-01 5.412109375000000167e-02 8.925585937500000178e-01 -6.311035156250000000e-01
3.955371093749999734e-01 7.819580078125000222e-01 7.206835937500000178e-01 3.412109374999999778e-02 9.925585937499999956e-01 -1.381103515625000000e+00
4.905371093750000022e-01 7.194580078125000222e-01 6.306835937500000488e-01 6.412109374999999667e-02 1.042558593749999929e+00 -1.006103515625000000e+00
3.005371093750000000e-01 8.444580078125000222e-01 8.106835937500000977e-01 4.412109374999999972e-02 9.425585937500000622e-01 -1.756103515625000000e+00
2.530371093750000133e-01 7.507080078125000222e-01 6.756835937500000888e-01 5.912109375000000611e-02 1.067558593750000062e+00 -1.943603515625000000e+00
4.430371093750000155e-01 8.757080078125000222e-01 8.556835937500000266e-01 3.912109375000000222e-02 9.675585937499999734e-01 -1.193603515625000000e+00
3.480371093749999867e-01 6.882080078125000222e-01 7.656835937500000577e-01 6.912109375000000111e-02 9.175585937500000400e-01 -1.568603515625000000e+00
1.580371093749999845e-01 8.132080078125000222e-01 5.856835937500000089e-01 4.912109375000000416e-02 1.017558593750000018e+00 -8.186035156250000000e-01
1.461621093749999878e-01 6.960205078125000222e-01 7.094335937500000355e-01 4.037109375000000333e-02 1.023808593750000107e+00 -1.240478515625000000e+00
3.361621093750000178e-01 8.210205078125000222e-01 8.894335937499999734e-01 6.037109375000000722e-02 9.238085937500000178e-01 -1.990478515625000000e+00
4.311621093749999911e-01 7.585205078125000222e-01 7.994335937500000044e-01 3.037109374999999792e-02 8.738085937499999734e-01 -8.654785156250000000e-01
2.411621093749999889e-01 8.835205078125000222e-01 6.194335937500000666e-01 5.037109374999999833e-02 9.738085937500000622e-01 -1.615478515625000000e+00
2.886621093750000311e-01 7.272705078125000222e-01 8.444335937500000444e-01 4.537109375000000083e-02 8.988085937499999956e-01 -1.427978515625000000e+00
4.786621093749999778e-01 8.522705078125000222e-01 6.644335937499999956e-01 6.537109374999999778e-02 9.988085937499999734e-01 -6.779785156250000000e-01
3.836621093750000044e-01 6.647705078125000222e-01 5.744335937500000266e-01 3.537109374999999889e-02 1.048808593750000018e+00 -1.802978515625000000e+00
1.936621093750000022e-01 7.897705078125000222e-01 7.544335937500000755e-01 5.537109375000000278e-02 9.488085937500000400e-01 -1.052978515625000000e+00
1.699121093750000089e-01 7.741455078125000222e-01 5.969335937499999911e-01 6.787109375000000000e-02 9.363085937499999734e-01 -9.592285156250000000e-01
3.599121093750000111e-01 8.991455078125000222e-01 7.769335937500000400e-01 4.787109375000000305e-02 1.036308593750000062e+00 -1.709228515625000000e+00
4.549121093749999845e-01 7.116455078125000222e-01 8.669335937500000089e-01 5.787109375000000500e-02 9.863085937500000178e-01 -5.842285156250000000e-01
2.649121093749999822e-01 8.366455078125000222e-01 6.869335937500000711e-01 3.787109375000000111e-02 8.863085937500000400e-01 -1.334228515625000000e+00
2.174121093749999956e-01 6.803955078125000222e-01 7.319335937500000000e-01 6.287109374999999556e-02 1.011308593749999929e+00 -1.521728515625000000e+00
4.074121093749999978e-01 8.053955078125000222e-01 5.519335937500000622e-01 4.287109375000000555e-02 9.113085937500000622e-01 -7.717285156250000000e-01
3.124121093749999689e-01 7.428955078125000222e-01 6.419335937500000311e-01 5.287109375000000056e-02 9.613085937499999956e-01 -1.896728515625000000e+00
1.224121093749999944e-01 8.678955078125000222e-01 8.219335937500000799e-01 3.287109374999999667e-02 1.061308593749999973e+00 -1.146728515625000000e+00
1.216699218749999895e-01 7.433837890625000222e-01 6.088867187500000000e-01 6.154296875000000305e-02 1.004667968749999973e+00 -1.712158203125000000e+00
3.116699218749999778e-01 8.683837890625000222e-01 7.888867187500000488e-01 4.154296874999999917e-02 9.046679687499999956e-01 -9.621582031250000000e-01
4.066699218750000067e-01 6.808837890625000222e-01 8.788867187500000178e-01 5.154296875000000111e-02 9.546679687500000400e-01 -1.337158203125000000e+00
2.166699218750000044e-01 8.058837890625000222e-01 6.988867187500000799e-01 3.154296874999999722e-02 1.054667968750000018e+00 -5.871582031250000000e-01
2.641699218749999911e-01 7.121337890625000222e-01 7.438867187500000089e-01 6.654296875000001443e-02 9.296679687500000178e-01 -7.746582031250000000e-01
4.541699218749999933e-01 8.371337890625000222e-01 5.638867187500000711e-01 4.654296875000000361e-02 1.029667968750000107e+00 -1.524658203125000000e+00
3.591699218749999645e-01 7.746337890625000222e-01 6.538867187500000400e-01 5.654296875000000555e-02 9.796679687500000622e-01 -1.149658203125000000e+00
1.691699218749999900e-01 8.996337890625000222e-01 8.338867187500000888e-01 3.654296875000000167e-02 8.796679687499999734e-01 -1.899658203125000000e+00
1.929199218750000111e-01 6.652587890625000222e-01 7.213867187500000444e-01 4.904296874999999889e-02 9.171679687500000622e-01 -1.993408203125000000e+00
3.829199218750000133e-01 7.902587890625000222e-01 9.013867187499999822e-01 6.904296875000001665e-02 1.017167968749999929e+00 -1.243408203125000000e+00
4.779199218749999867e-01 7.277587890625000222e-01 8.113867187500000133e-01 3.904296875000000389e-02 1.067167968749999973e+00 -1.618408203125000000e+00
2.879199218749999845e-01 8.527587890625000222e-01 6.313867187500000755e-01 5.904296875000000777e-02 9.671679687499999956e-01 -8.684082031250000000e-01
2.404199218749999978e-01 7.590087890625000222e-01 8.563867187500000533e-01 4.404296875000000139e-02 1.042167968750000062e+00 -6.809082031250000000e-01
4.304199218750000000e-01 8.840087890625000222e-01 6.763867187500000044e-01 6.404296875000001221e-02 9.421679687499999734e-01 -1.430908203125000000e+00
3.354199218750000266e-01 6.965087890625000222e-01 5.863867187500000355e-01 3.404296874999999944e-02 8.921679687500000400e-01 -1.055908203125000000e+00
1.454199218749999967e-01 8.215087890625000222e-01 7.663867187499999734e-01 5.404296875000000333e-02 9.921679687500000178e-01 -1.805908203125000000e+00
1.572949218749999933e-01 6.886962890625000222e-01 8.901367187500000000e-01 5.529296875000000444e-02 1.048417968750000151e+00 -1.384033203125000000e+00
3.472949218749999956e-01 8.136962890625000222e-01 7.101367187500000622e-01 3.529296875000000056e-02 9.484179687500000622e-01 -6.340332031250000000e-01
4.422949218750000244e-01 7.511962890625000222e-01 6.201367187499999822e-01 6.529296875000001332e-02 8.984179687500000178e-01 -1.759033203125000000e+00
2.522949218750000222e-01 8.761962890625000222e-01 8.001367187500000311e-01 4.529296875000000250e-02 9.984179687500001066e-01 -1.009033203125000000e+00
2.997949218750000089e-01 7.199462890625000222e-01 6.651367187500000222e-01 5.029296875000000000e-02 8.734179687499999956e-01 -1.196533203125000000e+00
4.897949218750000111e-01 8.449462890625000222e-01 8.451367187500000711e-01 3.029296874999999958e-02 9.734179687499999734e-01 -1.946533203125000000e+00
3.947949218749999822e-01 6.574462890625000222e-01 7.551367187499999911e-01 6.029296875000000888e-02 1.023417968750000018e+00 -8.215332031250000000e-01
2.047949218749999800e-01 7.824462890625000222e-01 5.751367187500000533e-01 4.029296875000000500e-02 9.234179687500000400e-01 -1.571533203125000000e+00
1.810449218749999867e-01 7.668212890625000222e-01 7.776367187500000666e-01 3.279296874999999833e-02 9.609179687500000178e-01 -1.477783203125000000e+00
3.710449218749999889e-01 8.918212890625000222e-01 5.976367187500000178e-01 5.279296875000000222e-02 1.060917968750000107e+00 -7.277832031250000000e-01
4.660449218750000178e-01 7.043212890625000222e-01 6.876367187500000977e-01 4.279296875000000028e-02 1.010917968750000062e+00 -1.852783203125000000e+00
2.760449218749999600e-01 8.293212890625000222e-01 8.676367187500000355e-01 6.279296875000001110e-02 9.109179687499999734e-01 -1.102783203125000000e+00
2.285449218750000011e-01 6.730712890625000222e-01 5.526367187500000888e-01 3.779296875000000278e-02 9.859179687500000400e-01 -9.152832031250000000e-01
4.185449218749999756e-01 7.980712890625000222e-01 7.326367187500000266e-01 5.779296875000000666e-02 8.859179687499999512e-01 -1.665283203125000000e+00
3.235449218750000022e-01 7.355712890625000222e-01 8.226367187500001066e-01 4.779296874999999778e-02 9.359179687499999956e-01 -5.402832031250000000e-01
1.335449218750000000e-01 8.605712890625000222e-01 6.426367187500000577e-01 6.779296875000001554e-02 1.035917968749999973e+00 -1.290283203125000000e+00
1.394824218749999845e-01 6.769775390625000222e-01 8.057617187500000222e-01 4.466796875000000194e-02 8.890429687499999956e-01 -1.126220703125000000e+00
3.294824218749999867e-01 8.019775390625000222e-01 6.257617187500000844e-01 6.466796874999999889e-02 9.890429687499999734e-01 -1.876220703125000000e+00
4.244824218750000155e-01 7.394775390625000222e-01 7.157617187500000533e-01 3.466796875000000000e-02 1.039042968750000018e+00 -7.512207031250000000e-01
2.344824218750000133e-01 8.644775390625000222e-01 8.957617187499999911e-01 5.466796875000000389e-02 9.390429687500000400e-01 -1.501220703125000000e+00
2.819824218750000000e-01 7.707275390625000222e-01 5.807617187500000444e-01 4.966796874999999944e-02 1.064042968750000151e+00 -1.313720703125000000e+00
4.719824218750000022e-01 8.957275390625000222e-01 7.607617187499999822e-01 6.966796875000000333e-02 9.640429687500000622e-01 -5.637207031250000000e-01
3.769824218749999734e-01 7.082275390625000222e-01 8.507617187500000622e-01 3.966796875000000444e-02 9.140429687500000178e-01 -1.688720703125000000e+00
1.869824218749999989e-01 8.332275390625000222e-01 6.707617187500000133e-01 5.966796875000000833e-02 1.014042968750000107e+00 -9.387207031250000000e-01
2.107324218749999922e-01 7.238525390625000222e-01 8.732617187500000266e-01 6.716796875000000111e-02 9.765429687500000178e-01 -1.032470703125000000e+00
4.007324218750000222e-01 8.488525390625000222e-01 6.932617187500000888e-01 4.716796874999999722e-02 8.765429687500000400e-01 -1.782470703125000000e+00
